Neighborhood|Venue|Venue Latitude|Venue Longitude|Venue Category|Category Number
Sawtelle - Census Tract 267403|North End Pizzeria|34.04393404032519|-118.45451835613775|Pizza Place|2
Brentwood - Census Tract 264103|Juice Crafters|34.05368068268961|-118.4646628339869|Juice Bar|24
Sawtelle - Census Tract 267700|Mapaya|34.03798971834681|-118.44160389086663|Japanese Restaurant|8
West Los Angeles - Census Tract 267800|Stone Oven (Westside Pavilion)|34.04074066762682|-118.42631690439917|Sandwich Place|3
Westwood - Census Tract 265520|Del Taco|34.047606029386735|-118.44338112153325|Fast Food Restaurant|9
Palms - Census Tract 271702|Galbi King|34.0267241366062|-118.43105288029935|Korean Restaurant|57
Brentwood - Census Tract 264103|Fresh Brothers|34.053306657448864|-118.46681148831061|Pizza Place|2
West Los Angeles - Census Tract 267902|Rancho Park Golf Course Clubhouse|34.04489598402437|-118.41772220173944|Restaurant|20
Mid-City - Census Tract 270200|Bulgarini Gelato|34.02983717101991|-118.3836053098881|Ice Cream Shop|13
Mar Vista - Census Tract 272201|Siam Chan|34.00254821914509|-118.4347987762099|Thai Restaurant|15
Mid-City - Census Tract 269601|Pizza Hut|34.04483999463206|-118.3763176202774|Pizza Place|2
Palms - Census Tract 271702|Grilled Cheese Truck|34.02752434058838|-118.4253435978911|Food Truck|7
Sawtelle - Census Tract 267700|ROC Sawtelle|34.03973314040705|-118.44268587660638|Chinese Restaurant|12
Westwood - Census Tract 265202|TLT Food|34.06032807430683|-118.44509655580127|New American Restaurant|26
Sawtelle - Census Tract 267700|CoCo Fresh Tea & Juice|34.03861885763052|-118.44167655315988|Tea Room|75
West Los Angeles - Census Tract 267800|Maddy's|34.039866777213454|-118.429365227286|Vegetarian / Vegan Restaurant|36
Green Meadows - Census Tract 241001|Starbucks|33.92739263790893|-118.26791108267872|Coffee Shop|1
Palms - Census Tract 270100|Public School 310|34.024284|-118.3945|Gastropub|42
Palms - Census Tract 271801|Pizza Hut|34.01904029168713|-118.42179409693927|Pizza Place|2
Mid-City - Census Tract 270200|Cognoscenti Coffee Bar|34.03126426655784|-118.37793854569748|Coffee Shop|1
West Los Angeles - Census Tract 267800|Frida Tacos|34.04067581839185|-118.42626560892259|Mexican Restaurant|4
Westwood - Census Tract 265202|Pressed Juicery|34.06063799670471|-118.44474216434986|Juice Bar|24
Westwood - Census Tract 265520|Fatburger & Buffalo's Express|34.04730554160177|-118.44370962144376|Burger Joint|14
Palms - Census Tract 269903|Smashburger|34.018150724798154|-118.40692131425722|Burger Joint|14
Century City - Census Tract 267901|Hinoki & The Bird|34.05639633456178|-118.41519487030041|Japanese Restaurant|8
Westwood - Census Tract 265510|Veggie Grill|34.05948765186936|-118.4451293620429|Vegetarian / Vegan Restaurant|36
West Los Angeles - Census Tract 267800|Lenny's Deli|34.04075553479348|-118.42916838345805|Deli / Bodega|32
Palms - Census Tract 270100|Wildcraft|34.022078314088965|-118.39622978359019|Pizza Place|2
Sawtelle - Census Tract 267402|Wingstop|34.03992815436063|-118.46572883007049|Wings Joint|45
Sawtelle - Census Tract 267402|CURRY HOUSE CoCo ICHIBANYA|34.04589564501248|-118.46540918786218|Japanese Restaurant|8
Westwood - Census Tract 265304|UCLA Bruins Homestand|34.07023620605469|-118.447021484375|Hot Dog Joint|53
West Los Angeles - Census Tract 267200|The Room Sushi Bar|34.04845260626544|-118.43552687243827|Sushi Restaurant|5
Westwood - Census Tract 265520|Pita Cafe|34.04842132465546|-118.44281133484043|Greek Restaurant|55
Watts - Census Tract 242600|Sunrise Liquor|33.9323635903561|-118.25343605045944|Snack Place|47
Brentwood - Census Tract 265410|Il Piccolo Verde|34.0662677|-118.4688297|Italian Restaurant|6
Westwood - Census Tract 265305|Chick-fil-A|34.0635092|-118.4451436|Fast Food Restaurant|9
Mar Vista - Census Tract 272201|Cherry On Top Culver City|33.999306225366134|-118.42999894181976|Frozen Yogurt Shop|41
Mar Vista - Census Tract 271400|Eat+Drink Supper Club|34.011026838650636|-118.4520328517326|Restaurant|20
Sawtelle - Census Tract 267501|Ruben's Tacos|34.04202418396585|-118.45964127126854|Food Truck|7
Westwood - Census Tract 265510|Naab Cafe|34.057365731564744|-118.44310944487576|Mediterranean Restaurant|22
West Los Angeles - Census Tract 267200|Taste Of Tehran|34.047816974491084|-118.43516139893934|Persian Restaurant|37
Brentwood - Census Tract 264103|Burger Lounge Brentwood|34.053266449408895|-118.46692114229946|Burger Joint|14
Palms - Census Tract 269904|Phorage|34.02758056804816|-118.41338442750545|Vietnamese Restaurant|33
Westwood - Census Tract 265510|Nekter Juice Bar|34.059354|-118.44508|Juice Bar|24
Sawtelle - Census Tract 267700|Daikokuya|34.0379190693085|-118.44093008122923|Noodle House|30
Mar Vista - Census Tract 271902|Sophos Cafe|34.007857936065314|-118.4270606458477|Restaurant|20
Westwood - Census Tract 265520|Moon House Chinese Cuisine|34.04765498573778|-118.44320238274442|Chinese Restaurant|12
Sawtelle - Census Tract 267600|Starbucks|34.03470606|-118.4490127|Coffee Shop|1
Mid-City - Census Tract 270200|Tacos El Primo|34.032929|-118.38234|Taco Place|18
Beverlywood - Census Tract 269500|Lake Englanoff|34.04634990795358|-118.39364634790411|Burrito Place|43
Sawtelle - Census Tract 267700|Kula Revolving Sushi and Bar|34.039038070641666|-118.44194115954161|Sushi Restaurant|5
Watts - Census Tract 242000|Zugo|33.94328967343612|-118.25031248048106|Food Truck|7
Sawtelle - Census Tract 271300|NY Bagel & Deli|34.02225314746482|-118.43896464688618|Bagel Shop|21
Westwood - Census Tract 265301|Wolfgang Puck Express|34.07029144609419|-118.44431211118341|American Restaurant|10
Sawtelle - Census Tract 267300|Shin-Sen-Gumi Hakata Ramen|34.046841508862286|-118.44892030060981|Ramen Restaurant|39
Palms - Census Tract 270100|Restaurante Casa Oaxaca|34.025004993348254|-118.39642815469475|Mexican Restaurant|4
Palms - Census Tract 269903|The Coffee Bean & Tea Leaf|34.01718480101982|-118.40601612484579|Coffee Shop|1
Sawtelle - Census Tract 267600|Happy Sushi & Izakaya|34.033026|-118.452904|Sushi Restaurant|5
Vermont Vista - Census Tract 241300|Davids Tacos|33.92711947851004|-118.28284163531664|Food Truck|7
Westwood - Census Tract 265202|Starbucks|34.06335923|-118.4439057|Coffee Shop|1
Palms - Census Tract 270100|The Wallace|34.02472355268083|-118.39467951262442|American Restaurant|10
Palms - Census Tract 271702|Ruben's Tacos|34.026946102964175|-118.42826428022467|Food Truck|7
Pacific Palisades - Census Tract 262802|Wise Barbecue Company Truck|34.041646350533696|-118.5025989041636|Food Truck|7
Westwood - Census Tract 265601|Bru's Counter|34.05176144643518|-118.43242150404974|New American Restaurant|26
Westwood - Census Tract 265520|Liwan Restaurant & Hookah Lounge|34.05035416875937|-118.43777931988191|Mediterranean Restaurant|22
West Los Angeles - Census Tract 267800|Einstein Bros Bagels|34.041316700314205|-118.42662609656145|Bagel Shop|21
Vermont Vista - Census Tract 241202|Wingstop|33.931526|-118.283082|Wings Joint|45
Palms - Census Tract 269905|Cafe Vida - Culver City|34.02167668777388|-118.39651186081261|Café|11
Mid-City - Census Tract 270200|Berlin Food Truck|34.030344828174066|-118.3814245314554|Food Truck|7
Westwood - Census Tract 265202|Simplethings|34.06079169935115|-118.4446891485351|Sandwich Place|3
Century City - Census Tract 267901|Bowled & Beautiful Food Truck|34.05496705197464|-118.41343216111568|Food Truck|7
Sawtelle - Census Tract 267402|Quicksand|34.040304307610434|-118.46479296358845|Café|11
Brentwood - Census Tract 264103|Baltaire|34.05406769197331|-118.46426068677535|Steakhouse|40
Westwood - Census Tract 265520|C+M (Coffee and Milk) Westwood Gateway|34.047814908501664|-118.44470268779988|Coffee Shop|1
Sawtelle - Census Tract 267700|B Sweet Dessert Bar|34.0407061205045|-118.44356277860464|Dessert Shop|25
Palms - Census Tract 269904|The Doughroom|34.02553873775169|-118.41272676823058|Italian Restaurant|6
Westwood - Census Tract 265510|Mesa Brazilian Eatery|34.05956169986033|-118.44504984882172|Brazilian Restaurant|38
West Los Angeles - Census Tract 267200|Zuma Kitchen|34.04761135420491|-118.43475917076218|Mediterranean Restaurant|22
Pico-Robertson - Census Tract 269100|KOLAH FARANGI|34.05518363632686|-118.3919574851116|Kosher Restaurant|71
Beverly Crest - Census Tract 262100|Restaurant O|34.100123|-118.449942|Restaurant|20
Beverly Crest - Census Tract 262100|restaurant 101|34.100082|-118.449793|Restaurant|20
West Los Angeles - Census Tract 267800|Wadatsumi|34.0393930136553|-118.42983234084242|Japanese Restaurant|8
Sawtelle - Census Tract 267700|Tsujita Annex|34.040011068226505|-118.4426399555581|Noodle House|30
Palms - Census Tract 270100|Cerveteca Culver|34.025103725932155|-118.39528761171044|Taco Place|18
Sawtelle - Census Tract 267700|Sushi Tsujita|34.040786899243905|-118.44343125113298|Sushi Restaurant|5
Palms - Census Tract 269903|Robeks Fresh Juices & Smoothies|34.017295|-118.406101|Smoothie Shop|67
Brentwood - Census Tract 264301|Mama Hong's|34.04805206572937|-118.46295891804522|Vietnamese Restaurant|33
West Los Angeles - Census Tract 267800|Atticus Creamery & Pies|34.0398512861948|-118.4293533804255|Dessert Shop|25
Palms - Census Tract 270100|The Jerk Spot Jamaican Restaurant|34.02755654714969|-118.39093398169389|Caribbean Restaurant|49
Westwood - Census Tract 265510|Ike's Sandwiches|34.059768506622|-118.44492160794258|Sandwich Place|3
Westwood - Census Tract 265520|Qin West Chinese Cuisine|34.0506556109204|-118.43798631177884|Chinese Restaurant|12
Mid-City - Census Tract 269700|Undergrind Coffee|34.03734020737743|-118.38876846724804|Coffee Shop|1
West Los Angeles - Census Tract 267200|Necco|34.04763989678694|-118.43500363657121|Japanese Restaurant|8
Westwood - Census Tract 265520|Berri's Kitchen|34.047574709174405|-118.44368934631346|Pizza Place|2
West Los Angeles - Census Tract 267902|Delicious Arts Bakery & Coffee|34.04387614340078|-118.42163435615817|Bakery|16
Brentwood - Census Tract 264103|Acai Nation|34.05314384121565|-118.46721521424153|Brazilian Restaurant|38
Mar Vista - Census Tract 272201|Tangaroa Fish Market and Raw Bar|33.996599497603746|-118.43235973316885|Seafood Restaurant|19
Mar Vista - Census Tract 272201|Starbucks|34.00329075986468|-118.43371217756349|Coffee Shop|1
Sawtelle - Census Tract 271200|Ramenya|34.028993775592426|-118.44295573617245|Noodle House|30
Mar Vista - Census Tract 272201|Sunny Blue|33.99660841571649|-118.43252813717962|Japanese Restaurant|8
Palms - Census Tract 269904|Coffee Commissary|34.027371703873094|-118.40938103949198|Coffee Shop|1
Westwood - Census Tract 265202|The Boiling Crab|34.0607943595355|-118.44456214617544|Seafood Restaurant|19
Palms - Census Tract 271801|BKK101|34.013624354711745|-118.41682485065836|Thai Restaurant|15
Sawtelle - Census Tract 271300|my juice spot|34.022658|-118.439357|Juice Bar|24
Sawtelle - Census Tract 267402|The Big Catch|34.045866887434954|-118.46545072388487|Seafood Restaurant|19
Sawtelle - Census Tract 271200|The Carving Board|34.02884381586485|-118.44276385881342|Sandwich Place|3
Sawtelle - Census Tract 267600|Bilgewater Brew|34.03328734006621|-118.45749664748904|Café|11
Mar Vista - Census Tract 272201|Humble Potato|33.996444484918314|-118.4324418728371|Burger Joint|14
Sawtelle - Census Tract 267700|Sonoritas Prime Tacos|34.040789948873716|-118.44344154549269|Taco Place|18
Westwood - Census Tract 265202|STK Los Angeles|34.06338109510983|-118.44125617598493|Steakhouse|40
Mar Vista - Census Tract 272201|Hatchet Hall|33.99696097391234|-118.43150679049957|New American Restaurant|26
Sawtelle - Census Tract 267700|Honeymee|34.038690788327514|-118.44173147217015|Ice Cream Shop|13
Sawtelle - Census Tract 267402|Tom's Sushi House|34.03967761919479|-118.46545327555194|Sushi Restaurant|5
Westwood - Census Tract 265520|The Kitchen @westwood|34.053836025290515|-118.4404750516748|Restaurant|20
Century City - Census Tract 267901|La Panini Grill|34.054973536760095|-118.41334658737661|Food Truck|7
Westwood - Census Tract 265305|House of Meatballs|34.06073285732552|-118.44684270781195|Italian Restaurant|6
Palms - Census Tract 271801|Palms Ramen Yumeya|34.019734735529035|-118.42166675476001|Ramen Restaurant|39
Palms - Census Tract 270100|Mod Pizza|34.02729412216018|-118.39248675427055|Pizza Place|2
West Los Angeles - Census Tract 267200|Tacos Tu Madre|34.04756160769053|-118.43498287421569|Taco Place|18
Palms - Census Tract 269905|The Coffee Bean & Tea Leaf|34.023797727374095|-118.39865875008536|Coffee Shop|1
Westwood - Census Tract 265510|Le Pain Quotidien|34.0595321|-118.4456246|Bakery|16
Sawtelle - Census Tract 267502|Slicetruck Pizza|34.0397804980849|-118.46280088728935|Pizza Place|2
Palms - Census Tract 270100|Yalla Mediterranean|34.0232581|-118.394504|Middle Eastern Restaurant|23
Westwood - Census Tract 265510|Attari Sandwich Shop|34.05550406882527|-118.44142884929602|Persian Restaurant|37
Century City - Census Tract 267901|Starbucks|34.05844454170121|-118.41663974047304|Coffee Shop|1
Westwood - Census Tract 265510|Poke Me|34.05792634017781|-118.44321666547468|Poke Place|46
Westwood - Census Tract 265202|Panera Bread|34.060197518998315|-118.4450343952214|Bakery|16
Palms - Census Tract 269904|Kotoya Ramen|34.028888281079794|-118.4113303835782|Ramen Restaurant|39
Brentwood - Census Tract 264301|Maradentro|34.0497092357068|-118.46071981709015|Seafood Restaurant|19
Westwood - Census Tract 265305|CAVA|34.0611357|-118.4462401|Mediterranean Restaurant|22
Palms - Census Tract 269905|Burger Lounge|34.02140970603933|-118.39803287394305|Burger Joint|14
Brentwood - Census Tract 264102|the yogurt shoppe|34.064323|-118.469629|Frozen Yogurt Shop|41
Century City - Census Tract 267901|Mari Los Angeles|34.05414409349947|-118.4121056443775|Restaurant|20
Palms - Census Tract 269904|Kogi Taqueria|34.02465284748156|-118.41153392304048|Taco Place|18
Westwood - Census Tract 265305|Northern Cafe|34.060956617261866|-118.44687245486737|Chinese Restaurant|12
Westwood - Census Tract 265202|The Tuck Room Tavern|34.05898|-118.44137|New American Restaurant|26
Sawtelle - Census Tract 267700|Sea Salt Poke|34.03848598215647|-118.44158937805814|Poke Place|46
Palms - Census Tract 269907|Lobster & Beer|34.02656679256665|-118.40876338596144|Seafood Restaurant|19
Palms - Census Tract 269903|Zafran Pot|34.0198989|-118.403973|Indian Restaurant|17
Palms - Census Tract 270100|BäcoShop|34.02297935740481|-118.39498034921972|Sandwich Place|3
Westwood - Census Tract 265305|KazuNori|34.059927393167996|-118.44615861375395|Sushi Restaurant|5
Sawtelle - Census Tract 267402|Kato|34.041896|-118.46114|Asian Restaurant|28
Sawtelle - Census Tract 267403|Honeyboba|34.044913650364556|-118.45395896510759|Bubble Tea Shop|50
Westwood - Census Tract 265301|Subway|34.066824|-118.445696|Sandwich Place|3
Cheviot Hills - Census Tract 269300|Rancho Park Golf Course|34.04355659999999|-118.4122323|Diner|34
Palms - Census Tract 269904|C&M Cafe|34.02594407761213|-118.41231757330225|Café|11
Westwood - Census Tract 265202|Tender Greens|34.060567885616074|-118.4443471989298|Salad Place|27
Westwood - Census Tract 265301|Plateia|34.06934922548926|-118.4453773378473|American Restaurant|10
Sawtelle - Census Tract 267404|Belle Vie Food & Wine|34.046159903133166|-118.46466475382269|French Restaurant|52
Palms - Census Tract 269904|TikiFish|34.02750944973499|-118.41344744859087|Hawaiian Restaurant|56
Palms - Census Tract 270100|CAVA|34.02510654357601|-118.3939678966999|Mediterranean Restaurant|22
West Los Angeles - Census Tract 267200|Panda Express|34.046232844308925|-118.43398503409851|Chinese Restaurant|12
Brentwood - Census Tract 264103|Pressed Juicery|34.053924|-118.466538|Juice Bar|24
Brentwood - Census Tract 264301|cafe brio|34.049786|-118.459812|Café|11
Sawtelle - Census Tract 267501|little caesars|34.041953|-118.459724|Pizza Place|2
Palms - Census Tract 270100|AR Cucina|34.023164396309326|-118.3952192073462|Italian Restaurant|6
Sawtelle - Census Tract 267700|Popcorn Chicken|34.03756863120145|-118.44051921850844|Taiwanese Restaurant|63
Mar Vista - Census Tract 272201|Canela Cocina Latina|34.003769|-118.433017|Mexican Restaurant|4
Mid-City - Census Tract 269601|pita cafe|34.040432|-118.376657|Mediterranean Restaurant|22
Brentwood - Census Tract 264103|Simply Salad|34.05348603444768|-118.46648614732018|Salad Place|27
Brentwood - Census Tract 264103|bottlefish|34.05386938841544|-118.46514002422865|Seafood Restaurant|19
Mar Vista - Census Tract 272201|The Mar Vista|34.00448933190022|-118.43210850586061|Seafood Restaurant|19
Brentwood - Census Tract 264103|sweetgreen|34.0538813|-118.4653214|Salad Place|27
Sawtelle - Census Tract 267700|Chinchikurin|34.0390718380216|-118.44236384880168|Japanese Restaurant|8
Westwood - Census Tract 265202|Sweetfin Poke|34.05979977315436|-118.4447407826038|Poke Place|46
Sawtelle - Census Tract 267700|Anzu|34.041147824206845|-118.44344488786767|Japanese Restaurant|8
Mar Vista - Census Tract 272201|Ginger's Divine Ice Cream|33.99669276527958|-118.43123245882984|Ice Cream Shop|13
Westwood - Census Tract 265510|Maharaja|34.05650213543536|-118.44264637827125|Indian Restaurant|17
Westwood - Census Tract 265202|Double Take|34.06004377792102|-118.43740068220905|Restaurant|20
Westwood - Census Tract 265700|California Pizza Kitchen|34.059069554968296|-118.42001745534456|Pizza Place|2
